configuration,project,class,round,killed_mutants,total_mutants,mutation_score_percent
default_60,1_tullibee,com.ib.client.ExecutionFilter,1,45,49,92
default_60,1_tullibee,com.ib.client.ExecutionFilter,2,42,49,86
default_60,1_tullibee,com.ib.client.ExecutionFilter,3,43,49,88
default_60,1_tullibee,com.ib.client.ExecutionFilter,4,0,49,0
default_60,1_tullibee,com.ib.client.ExecutionFilter,5,0,49,0
default_60,1_tullibee,com.ib.client.ExecutionFilter,6,0,49,0
default_60,1_tullibee,com.ib.client.ExecutionFilter,7,46,49,94
default_60,1_tullibee,com.ib.client.ExecutionFilter,8,45,49,92
default_60,1_tullibee,com.ib.client.ExecutionFilter,9,42,49,86
default_60,1_tullibee,com.ib.client.ExecutionFilter,10,45,49,92
default_60,1_tullibee,com.ib.client.ComboLeg,1,53,56,95
default_60,1_tullibee,com.ib.client.ComboLeg,2,51,56,91
default_60,1_tullibee,com.ib.client.ComboLeg,3,53,56,95
default_60,1_tullibee,com.ib.client.ComboLeg,4,52,56,93
default_60,1_tullibee,com.ib.client.ComboLeg,5,53,56,95
default_60,1_tullibee,com.ib.client.ComboLeg,6,51,56,91
default_60,1_tullibee,com.ib.client.ComboLeg,7,53,56,95
default_60,1_tullibee,com.ib.client.ComboLeg,8,52,56,93
default_60,1_tullibee,com.ib.client.ComboLeg,9,53,56,95
default_60,1_tullibee,com.ib.client.ComboLeg,10,52,56,93
default_60,10_water-simulator,simulator.CA.gui.ConsumerGUI,1,0,401,0
default_60,10_water-simulator,simulator.CA.gui.ConsumerGUI,2,0,401,0
default_60,10_water-simulator,simulator.CA.gui.ConsumerGUI,3,0,401,0
default_60,10_water-simulator,simulator.CA.gui.ConsumerGUI,4,0,401,0
default_60,10_water-simulator,simulator.CA.gui.ConsumerGUI,5,0,401,0
default_60,10_water-simulator,simulator.CA.gui.ConsumerGUI,6,0,401,0
default_60,10_water-simulator,simulator.CA.gui.ConsumerGUI,7,0,401,0
default_60,10_water-simulator,simulator.CA.gui.ConsumerGUI,8,0,401,0
default_60,10_water-simulator,simulator.CA.gui.ConsumerGUI,9,0,401,0
default_60,10_water-simulator,simulator.CA.gui.ConsumerGUI,10,0,401,0
default_60,10_water-simulator,simulator.CA.ConsumerAgent,1,22,586,4
default_60,10_water-simulator,simulator.CA.ConsumerAgent,2,29,586,5
default_60,10_water-simulator,simulator.CA.ConsumerAgent,3,24,586,4
default_60,10_water-simulator,simulator.CA.ConsumerAgent,4,24,586,4
default_60,10_water-simulator,simulator.CA.ConsumerAgent,5,26,586,4
default_60,10_water-simulator,simulator.CA.ConsumerAgent,6,29,586,5
default_60,10_water-simulator,simulator.CA.ConsumerAgent,7,21,586,4
default_60,10_water-simulator,simulator.CA.ConsumerAgent,8,24,586,4
default_60,10_water-simulator,simulator.CA.ConsumerAgent,9,22,586,4
default_60,10_water-simulator,simulator.CA.ConsumerAgent,10,22,586,4
default_60,100_jgaap,jgaapGUI,1,387,452,86
default_60,100_jgaap,jgaapGUI,2,387,452,86
default_60,100_jgaap,jgaapGUI,3,387,452,86
default_60,100_jgaap,jgaapGUI,4,387,452,86
default_60,100_jgaap,jgaapGUI,5,384,452,85
default_60,100_jgaap,jgaapGUI,6,387,452,86
default_60,100_jgaap,jgaapGUI,7,383,452,85
default_60,100_jgaap,jgaapGUI,8,387,452,86
default_60,100_jgaap,jgaapGUI,9,387,452,86
default_60,100_jgaap,jgaapGUI,10,164,452,36
default_60,101_netweaver,com.sap.managementconsole.soap.axis.sapcontrol.HeapInfo,1,146,198,74
default_60,101_netweaver,com.sap.managementconsole.soap.axis.sapcontrol.HeapInfo,2,143,198,72
default_60,101_netweaver,com.sap.managementconsole.soap.axis.sapcontrol.HeapInfo,3,126,198,64
default_60,101_netweaver,com.sap.managementconsole.soap.axis.sapcontrol.HeapInfo,4,136,198,69
default_60,101_netweaver,com.sap.managementconsole.soap.axis.sapcontrol.HeapInfo,5,137,198,69
default_60,101_netweaver,com.sap.managementconsole.soap.axis.sapcontrol.HeapInfo,6,139,198,70
default_60,101_netweaver,com.sap.managementconsole.soap.axis.sapcontrol.HeapInfo,7,130,198,66
default_60,101_netweaver,com.sap.managementconsole.soap.axis.sapcontrol.HeapInfo,8,128,198,65
default_60,101_netweaver,com.sap.managementconsole.soap.axis.sapcontrol.HeapInfo,9,138,198,70
default_60,101_netweaver,com.sap.managementconsole.soap.axis.sapcontrol.HeapInfo,10,136,198,69
default_60,101_netweaver,com.sap.managementconsole.soap.axis.sapcontrol.J2EEApplicationAlias,1,120,174,69
default_60,101_netweaver,com.sap.managementconsole.soap.axis.sapcontrol.J2EEApplicationAlias,2,123,174,71
default_60,101_netweaver,com.sap.managementconsole.soap.axis.sapcontrol.J2EEApplicationAlias,3,119,174,68
default_60,101_netweaver,com.sap.managementconsole.soap.axis.sapcontrol.J2EEApplicationAlias,4,120,174,69
default_60,101_netweaver,com.sap.managementconsole.soap.axis.sapcontrol.J2EEApplicationAlias,5,117,174,67
default_60,101_netweaver,com.sap.managementconsole.soap.axis.sapcontrol.J2EEApplicationAlias,6,123,174,71
default_60,101_netweaver,com.sap.managementconsole.soap.axis.sapcontrol.J2EEApplicationAlias,7,122,174,70
default_60,101_netweaver,com.sap.managementconsole.soap.axis.sapcontrol.J2EEApplicationAlias,8,125,174,72
default_60,101_netweaver,com.sap.managementconsole.soap.axis.sapcontrol.J2EEApplicationAlias,9,122,174,70
default_60,101_netweaver,com.sap.managementconsole.soap.axis.sapcontrol.J2EEApplicationAlias,10,119,174,68
default_60,103_sweethome3d,com.eteks.sweethome3d.viewcontroller.HomeController,1,102,1609,6
default_60,103_sweethome3d,com.eteks.sweethome3d.viewcontroller.HomeController,2,97,1609,6
default_60,103_sweethome3d,com.eteks.sweethome3d.viewcontroller.HomeController,3,112,1609,7
default_60,103_sweethome3d,com.eteks.sweethome3d.viewcontroller.HomeController,4,116,1609,7
default_60,103_sweethome3d,com.eteks.sweethome3d.viewcontroller.HomeController,5,110,1609,7
default_60,103_sweethome3d,com.eteks.sweethome3d.viewcontroller.HomeController,6,120,1609,7
default_60,103_sweethome3d,com.eteks.sweethome3d.viewcontroller.HomeController,7,108,1609,7
default_60,103_sweethome3d,com.eteks.sweethome3d.viewcontroller.HomeController,8,86,1609,5
default_60,103_sweethome3d,com.eteks.sweethome3d.viewcontroller.HomeController,9,119,1609,7
default_60,103_sweethome3d,com.eteks.sweethome3d.viewcontroller.HomeController,10,94,1609,6
default_60,103_sweethome3d,com.eteks.sweethome3d.viewcontroller.RoomController,1,5,448,1
default_60,103_sweethome3d,com.eteks.sweethome3d.viewcontroller.RoomController,2,5,448,1
default_60,103_sweethome3d,com.eteks.sweethome3d.viewcontroller.RoomController,3,5,448,1
default_60,103_sweethome3d,com.eteks.sweethome3d.viewcontroller.RoomController,4,5,448,1
default_60,103_sweethome3d,com.eteks.sweethome3d.viewcontroller.RoomController,5,5,448,1
default_60,103_sweethome3d,com.eteks.sweethome3d.viewcontroller.RoomController,6,5,448,1
default_60,103_sweethome3d,com.eteks.sweethome3d.viewcontroller.RoomController,7,5,448,1
default_60,103_sweethome3d,com.eteks.sweethome3d.viewcontroller.RoomController,8,5,448,1
default_60,103_sweethome3d,com.eteks.sweethome3d.viewcontroller.RoomController,9,5,448,1
default_60,103_sweethome3d,com.eteks.sweethome3d.viewcontroller.RoomController,10,5,448,1
default_60,103_sweethome3d,com.eteks.sweethome3d.SweetHome3D,1,113,427,26
default_60,103_sweethome3d,com.eteks.sweethome3d.SweetHome3D,2,106,427,25
default_60,103_sweethome3d,com.eteks.sweethome3d.SweetHome3D,3,106,427,25
default_60,103_sweethome3d,com.eteks.sweethome3d.SweetHome3D,4,97,427,23
default_60,103_sweethome3d,com.eteks.sweethome3d.SweetHome3D,5,119,427,28
default_60,103_sweethome3d,com.eteks.sweethome3d.SweetHome3D,6,110,427,26
default_60,103_sweethome3d,com.eteks.sweethome3d.SweetHome3D,7,121,427,28
default_60,103_sweethome3d,com.eteks.sweethome3d.SweetHome3D,8,107,427,25
default_60,103_sweethome3d,com.eteks.sweethome3d.SweetHome3D,9,108,427,25
default_60,103_sweethome3d,com.eteks.sweethome3d.SweetHome3D,10,106,427,25
default_60,103_sweethome3d,com.eteks.sweethome3d.j3d.Room3D,1,0,1310,0
default_60,103_sweethome3d,com.eteks.sweethome3d.j3d.Room3D,2,0,1310,0
default_60,103_sweethome3d,com.eteks.sweethome3d.j3d.Room3D,3,0,1310,0
default_60,103_sweethome3d,com.eteks.sweethome3d.j3d.Room3D,4,0,1310,0
default_60,103_sweethome3d,com.eteks.sweethome3d.j3d.Room3D,5,0,1310,0
default_60,103_sweethome3d,com.eteks.sweethome3d.j3d.Room3D,6,0,1310,0
default_60,103_sweethome3d,com.eteks.sweethome3d.j3d.Room3D,7,0,1310,0
default_60,103_sweethome3d,com.eteks.sweethome3d.j3d.Room3D,8,0,1310,0
default_60,103_sweethome3d,com.eteks.sweethome3d.j3d.Room3D,9,0,1310,0
default_60,103_sweethome3d,com.eteks.sweethome3d.j3d.Room3D,10,0,1310,0
default_60,104_vuze,com.aelitis.azureus.ui.swt.skin.SWTSkinObjectContainer,1,0,380,0
default_60,104_vuze,com.aelitis.azureus.ui.swt.skin.SWTSkinObjectContainer,2,0,380,0
default_60,104_vuze,com.aelitis.azureus.ui.swt.skin.SWTSkinObjectContainer,3,0,380,0
default_60,104_vuze,com.aelitis.azureus.ui.swt.skin.SWTSkinObjectContainer,4,0,380,0
default_60,104_vuze,com.aelitis.azureus.ui.swt.skin.SWTSkinObjectContainer,5,0,380,0
default_60,104_vuze,com.aelitis.azureus.ui.swt.skin.SWTSkinObjectContainer,6,0,380,0
default_60,104_vuze,com.aelitis.azureus.ui.swt.skin.SWTSkinObjectContainer,7,0,380,0
default_60,104_vuze,com.aelitis.azureus.ui.swt.skin.SWTSkinObjectContainer,8,0,380,0
default_60,104_vuze,com.aelitis.azureus.ui.swt.skin.SWTSkinObjectContainer,9,0,380,0
default_60,104_vuze,com.aelitis.azureus.ui.swt.skin.SWTSkinObjectContainer,10,0,380,0
default_60,104_vuze,com.aelitis.azureus.ui.swt.feature.FeatureManagerUIListener,1,12,417,3
default_60,104_vuze,com.aelitis.azureus.ui.swt.feature.FeatureManagerUIListener,2,2,417,0
default_60,104_vuze,com.aelitis.azureus.ui.swt.feature.FeatureManagerUIListener,3,2,417,0
default_60,104_vuze,com.aelitis.azureus.ui.swt.feature.FeatureManagerUIListener,4,1,417,0
default_60,104_vuze,com.aelitis.azureus.ui.swt.feature.FeatureManagerUIListener,5,2,417,0
default_60,104_vuze,com.aelitis.azureus.ui.swt.feature.FeatureManagerUIListener,6,2,417,0
default_60,104_vuze,com.aelitis.azureus.ui.swt.feature.FeatureManagerUIListener,7,0,417,0
default_60,104_vuze,com.aelitis.azureus.ui.swt.feature.FeatureManagerUIListener,8,2,417,0
default_60,104_vuze,com.aelitis.azureus.ui.swt.feature.FeatureManagerUIListener,9,2,417,0
default_60,104_vuze,com.aelitis.azureus.ui.swt.feature.FeatureManagerUIListener,10,0,417,0
default_60,105_freemind,freemind.extensions.ExportHook,1,6,157,4
default_60,105_freemind,freemind.extensions.ExportHook,2,5,157,3
default_60,105_freemind,freemind.extensions.ExportHook,3,5,157,3
default_60,105_freemind,freemind.extensions.ExportHook,4,5,157,3
default_60,105_freemind,freemind.extensions.ExportHook,5,5,157,3
default_60,105_freemind,freemind.extensions.ExportHook,6,5,157,3
default_60,105_freemind,freemind.extensions.ExportHook,7,5,157,3
default_60,105_freemind,freemind.extensions.ExportHook,8,4,157,3
default_60,105_freemind,freemind.extensions.ExportHook,9,5,157,3
default_60,105_freemind,freemind.extensions.ExportHook,10,5,157,3
default_60,105_freemind,accessories.plugins.time.JDayChooser,1,161,834,19
default_60,105_freemind,accessories.plugins.time.JDayChooser,2,137,834,16
default_60,105_freemind,accessories.plugins.time.JDayChooser,3,141,834,17
default_60,105_freemind,accessories.plugins.time.JDayChooser,4,125,834,15
default_60,105_freemind,accessories.plugins.time.JDayChooser,5,156,834,19
default_60,105_freemind,accessories.plugins.time.JDayChooser,6,175,834,21
default_60,105_freemind,accessories.plugins.time.JDayChooser,7,148,834,18
default_60,105_freemind,accessories.plugins.time.JDayChooser,8,125,834,15
default_60,105_freemind,accessories.plugins.time.JDayChooser,9,152,834,18
default_60,105_freemind,accessories.plugins.time.JDayChooser,10,151,834,18
default_60,107_weka,weka.core.Memory,1,176,178,99
default_60,107_weka,weka.core.Memory,2,166,178,93
default_60,107_weka,weka.core.Memory,3,166,178,93
default_60,107_weka,weka.core.Memory,4,166,178,93
default_60,107_weka,weka.core.Memory,5,162,178,91
default_60,107_weka,weka.core.Memory,6,150,178,84
default_60,107_weka,weka.core.Memory,7,166,178,93
default_60,107_weka,weka.core.Memory,8,166,178,93
default_60,107_weka,weka.core.Memory,9,56,178,31
default_60,107_weka,weka.core.Memory,10,132,178,74
default_60,107_weka,weka.classifiers.Evaluation,1,1010,4380,23
default_60,107_weka,weka.classifiers.Evaluation,2,1058,4380,24
default_60,107_weka,weka.classifiers.Evaluation,3,908,4380,21
default_60,107_weka,weka.classifiers.Evaluation,4,1054,4380,24
default_60,107_weka,weka.classifiers.Evaluation,5,1037,4380,24
default_60,107_weka,weka.classifiers.Evaluation,6,1134,4380,26
default_60,107_weka,weka.classifiers.Evaluation,7,1073,4380,24
default_60,107_weka,weka.classifiers.Evaluation,8,1048,4380,24
default_60,107_weka,weka.classifiers.Evaluation,9,1131,4380,26
default_60,107_weka,weka.classifiers.Evaluation,10,646,4380,15
default_60,107_weka,weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm,1,178,779,23
default_60,107_weka,weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm,2,57,779,7
default_60,107_weka,weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm,3,219,779,28
default_60,107_weka,weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm,4,108,779,14
default_60,107_weka,weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm,5,208,779,27
default_60,107_weka,weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm,6,57,779,7
default_60,107_weka,weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm,7,176,779,23
default_60,107_weka,weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm,8,203,779,26
default_60,107_weka,weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm,9,177,779,23
default_60,107_weka,weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm,10,241,779,31
default_60,107_weka,weka.core.FindWithCapabilities,1,223,948,24
default_60,107_weka,weka.core.FindWithCapabilities,2,265,948,28
default_60,107_weka,weka.core.FindWithCapabilities,3,229,948,24
default_60,107_weka,weka.core.FindWithCapabilities,4,214,948,23
default_60,107_weka,weka.core.FindWithCapabilities,5,250,948,26
default_60,107_weka,weka.core.FindWithCapabilities,6,230,948,24
default_60,107_weka,weka.core.FindWithCapabilities,7,246,948,26
default_60,107_weka,weka.core.FindWithCapabilities,8,228,948,24
default_60,107_weka,weka.core.FindWithCapabilities,9,312,948,33
default_60,107_weka,weka.core.FindWithCapabilities,10,203,948,21
default_60,108_liferay,com.liferay.portal.kernel.servlet.filters.invoker.FilterMapping,1,137,314,44
default_60,108_liferay,com.liferay.portal.kernel.servlet.filters.invoker.FilterMapping,2,108,314,34
default_60,108_liferay,com.liferay.portal.kernel.servlet.filters.invoker.FilterMapping,3,126,314,40
default_60,108_liferay,com.liferay.portal.kernel.servlet.filters.invoker.FilterMapping,4,138,314,44
default_60,108_liferay,com.liferay.portal.kernel.servlet.filters.invoker.FilterMapping,5,124,314,39
default_60,108_liferay,com.liferay.portal.kernel.servlet.filters.invoker.FilterMapping,6,106,314,34
default_60,108_liferay,com.liferay.portal.kernel.servlet.filters.invoker.FilterMapping,7,120,314,38
default_60,108_liferay,com.liferay.portal.kernel.servlet.filters.invoker.FilterMapping,8,139,314,44
default_60,108_liferay,com.liferay.portal.kernel.servlet.filters.invoker.FilterMapping,9,119,314,38
default_60,108_liferay,com.liferay.portal.kernel.servlet.filters.invoker.FilterMapping,10,141,314,45
default_60,108_liferay,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,1,124,244,51
default_60,108_liferay,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,2,148,244,61
default_60,108_liferay,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,3,127,244,52
default_60,108_liferay,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,4,174,244,71
default_60,108_liferay,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,5,146,244,60
default_60,108_liferay,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,6,126,244,52
default_60,108_liferay,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,7,149,244,61
default_60,108_liferay,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,8,155,244,64
default_60,108_liferay,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,9,175,244,72
default_60,108_liferay,com.liferay.portlet.documentlibrary.model.DLSyncWrapper,10,173,244,71
default_60,109_pdfsam,jcmdline.HelpCmdLineHandler,1,47,150,31
default_60,109_pdfsam,jcmdline.HelpCmdLineHandler,2,47,150,31
default_60,109_pdfsam,jcmdline.HelpCmdLineHandler,3,47,150,31
default_60,109_pdfsam,jcmdline.HelpCmdLineHandler,4,47,150,31
default_60,109_pdfsam,jcmdline.HelpCmdLineHandler,5,47,150,31
default_60,109_pdfsam,jcmdline.HelpCmdLineHandler,6,47,150,31
default_60,109_pdfsam,jcmdline.HelpCmdLineHandler,7,47,150,31
default_60,109_pdfsam,jcmdline.HelpCmdLineHandler,8,47,150,31
default_60,109_pdfsam,jcmdline.HelpCmdLineHandler,9,47,150,31
default_60,109_pdfsam,jcmdline.HelpCmdLineHandler,10,47,150,31
default_60,109_pdfsam,org.pdfsam.guiclient.business.thumbnails.callables.JPodThmbnailCallable,1,6,107,6
default_60,109_pdfsam,org.pdfsam.guiclient.business.thumbnails.callables.JPodThmbnailCallable,2,6,107,6
default_60,109_pdfsam,org.pdfsam.guiclient.business.thumbnails.callables.JPodThmbnailCallable,3,6,107,6
default_60,109_pdfsam,org.pdfsam.guiclient.business.thumbnails.callables.JPodThmbnailCallable,4,6,107,6
default_60,109_pdfsam,org.pdfsam.guiclient.business.thumbnails.callables.JPodThmbnailCallable,5,6,107,6
default_60,109_pdfsam,org.pdfsam.guiclient.business.thumbnails.callables.JPodThmbnailCallable,6,6,107,6
default_60,109_pdfsam,org.pdfsam.guiclient.business.thumbnails.callables.JPodThmbnailCallable,7,6,107,6
default_60,109_pdfsam,org.pdfsam.guiclient.business.thumbnails.callables.JPodThmbnailCallable,8,0,107,0
default_60,109_pdfsam,org.pdfsam.guiclient.business.thumbnails.callables.JPodThmbnailCallable,9,6,107,6
default_60,109_pdfsam,org.pdfsam.guiclient.business.thumbnails.callables.JPodThmbnailCallable,10,6,107,6
default_60,11_imsmart,com.imsmart.servlet.HTMLFilter,1,35,36,97
default_60,11_imsmart,com.imsmart.servlet.HTMLFilter,2,35,36,97
default_60,11_imsmart,com.imsmart.servlet.HTMLFilter,3,35,36,97
default_60,11_imsmart,com.imsmart.servlet.HTMLFilter,4,35,36,97
default_60,11_imsmart,com.imsmart.servlet.HTMLFilter,5,35,36,97
default_60,11_imsmart,com.imsmart.servlet.HTMLFilter,6,35,36,97
default_60,11_imsmart,com.imsmart.servlet.HTMLFilter,7,35,36,97
default_60,11_imsmart,com.imsmart.servlet.HTMLFilter,8,35,36,97
default_60,11_imsmart,com.imsmart.servlet.HTMLFilter,9,35,36,97
default_60,11_imsmart,com.imsmart.servlet.HTMLFilter,10,35,36,97
default_60,110_firebird,org.firebirdsql.jdbc.FBProcedureCall,1,248,355,70
default_60,110_firebird,org.firebirdsql.jdbc.FBProcedureCall,2,230,355,65
default_60,110_firebird,org.firebirdsql.jdbc.FBProcedureCall,3,290,355,82
default_60,110_firebird,org.firebirdsql.jdbc.FBProcedureCall,4,244,355,69
default_60,110_firebird,org.firebirdsql.jdbc.FBProcedureCall,5,297,355,84
default_60,110_firebird,org.firebirdsql.jdbc.FBProcedureCall,6,266,355,75
default_60,110_firebird,org.firebirdsql.jdbc.FBProcedureCall,7,240,355,68
default_60,110_firebird,org.firebirdsql.jdbc.FBProcedureCall,8,278,355,78
default_60,110_firebird,org.firebirdsql.jdbc.FBProcedureCall,9,305,355,86
default_60,110_firebird,org.firebirdsql.jdbc.FBProcedureCall,10,258,355,73
default_60,110_firebird,org.firebirdsql.encodings.EncodingFactory,1,361,682,53
default_60,110_firebird,org.firebirdsql.encodings.EncodingFactory,2,364,682,53
default_60,110_firebird,org.firebirdsql.encodings.EncodingFactory,3,349,682,51
default_60,110_firebird,org.firebirdsql.encodings.EncodingFactory,4,370,682,54
default_60,110_firebird,org.firebirdsql.encodings.EncodingFactory,5,352,682,52
default_60,110_firebird,org.firebirdsql.encodings.EncodingFactory,6,361,682,53
default_60,110_firebird,org.firebirdsql.encodings.EncodingFactory,7,361,682,53
default_60,110_firebird,org.firebirdsql.encodings.EncodingFactory,8,362,682,53
default_60,110_firebird,org.firebirdsql.encodings.EncodingFactory,9,353,682,52
default_60,110_firebird,org.firebirdsql.encodings.EncodingFactory,10,361,682,53
default_60,12_dsachat,dsachat.server.Handler,1,146,492,30
default_60,12_dsachat,dsachat.server.Handler,2,146,492,30
default_60,12_dsachat,dsachat.server.Handler,3,146,492,30
default_60,12_dsachat,dsachat.server.Handler,4,146,492,30
default_60,12_dsachat,dsachat.server.Handler,5,146,492,30
default_60,12_dsachat,dsachat.server.Handler,6,146,492,30
default_60,12_dsachat,dsachat.server.Handler,7,146,492,30
default_60,12_dsachat,dsachat.server.Handler,8,146,492,30
default_60,12_dsachat,dsachat.server.Handler,9,133,492,27
default_60,12_dsachat,dsachat.server.Handler,10,146,492,30
default_60,12_dsachat,dsachat.client.gui.InternalChatFrame,1,15,421,4
default_60,12_dsachat,dsachat.client.gui.InternalChatFrame,2,15,421,4
default_60,12_dsachat,dsachat.client.gui.InternalChatFrame,3,15,421,4
default_60,12_dsachat,dsachat.client.gui.InternalChatFrame,4,15,421,4
default_60,12_dsachat,dsachat.client.gui.InternalChatFrame,5,15,421,4
default_60,12_dsachat,dsachat.client.gui.InternalChatFrame,6,15,421,4
default_60,12_dsachat,dsachat.client.gui.InternalChatFrame,7,15,421,4
default_60,12_dsachat,dsachat.client.gui.InternalChatFrame,8,15,421,4
default_60,12_dsachat,dsachat.client.gui.InternalChatFrame,9,15,421,4
default_60,12_dsachat,dsachat.client.gui.InternalChatFrame,10,15,421,4
default_60,13_jdbacl,org.databene.jdbacl.SQLUtil,1,748,976,77
default_60,13_jdbacl,org.databene.jdbacl.SQLUtil,2,687,976,70
default_60,13_jdbacl,org.databene.jdbacl.SQLUtil,3,576,976,59
default_60,13_jdbacl,org.databene.jdbacl.SQLUtil,4,706,976,72
default_60,13_jdbacl,org.databene.jdbacl.SQLUtil,5,557,976,57
default_60,13_jdbacl,org.databene.jdbacl.SQLUtil,6,755,976,77
default_60,13_jdbacl,org.databene.jdbacl.SQLUtil,7,651,976,67
default_60,13_jdbacl,org.databene.jdbacl.SQLUtil,8,718,976,74
default_60,13_jdbacl,org.databene.jdbacl.SQLUtil,9,726,976,74
default_60,13_jdbacl,org.databene.jdbacl.SQLUtil,10,746,976,76
default_60,13_jdbacl,org.databene.jdbacl.DBUtil,1,229,828,28
default_60,13_jdbacl,org.databene.jdbacl.DBUtil,2,257,828,31
default_60,13_jdbacl,org.databene.jdbacl.DBUtil,3,293,828,35
default_60,13_jdbacl,org.databene.jdbacl.DBUtil,4,246,828,30
default_60,13_jdbacl,org.databene.jdbacl.DBUtil,5,250,828,30
default_60,13_jdbacl,org.databene.jdbacl.DBUtil,6,258,828,31
default_60,13_jdbacl,org.databene.jdbacl.DBUtil,7,293,828,35
default_60,13_jdbacl,org.databene.jdbacl.DBUtil,8,248,828,30
default_60,13_jdbacl,org.databene.jdbacl.DBUtil,9,299,828,36
default_60,13_jdbacl,org.databene.jdbacl.DBUtil,10,255,828,31
default_60,14_omjstate,uk.me.jockmacmad.jstate.state.Transition,1,50,62,81
default_60,14_omjstate,uk.me.jockmacmad.jstate.state.Transition,2,51,62,82
default_60,14_omjstate,uk.me.jockmacmad.jstate.state.Transition,3,52,62,84
default_60,14_omjstate,uk.me.jockmacmad.jstate.state.Transition,4,51,62,82
default_60,14_omjstate,uk.me.jockmacmad.jstate.state.Transition,5,52,62,84
default_60,14_omjstate,uk.me.jockmacmad.jstate.state.Transition,6,53,62,85
default_60,14_omjstate,uk.me.jockmacmad.jstate.state.Transition,7,50,62,81
default_60,14_omjstate,uk.me.jockmacmad.jstate.state.Transition,8,53,62,85
default_60,14_omjstate,uk.me.jockmacmad.jstate.state.Transition,9,49,62,79
default_60,14_omjstate,uk.me.jockmacmad.jstate.state.Transition,10,48,62,77
default_60,15_beanbin,net.sourceforge.beanbin.reflect.MethodReflectionCriteria,1,135,205,66
default_60,15_beanbin,net.sourceforge.beanbin.reflect.MethodReflectionCriteria,2,156,205,76
default_60,15_beanbin,net.sourceforge.beanbin.reflect.MethodReflectionCriteria,3,164,205,80
default_60,15_beanbin,net.sourceforge.beanbin.reflect.MethodReflectionCriteria,4,161,205,79
default_60,15_beanbin,net.sourceforge.beanbin.reflect.MethodReflectionCriteria,5,168,205,82
default_60,15_beanbin,net.sourceforge.beanbin.reflect.MethodReflectionCriteria,6,168,205,82
default_60,15_beanbin,net.sourceforge.beanbin.reflect.MethodReflectionCriteria,7,161,205,79
default_60,15_beanbin,net.sourceforge.beanbin.reflect.MethodReflectionCriteria,8,164,205,80
default_60,15_beanbin,net.sourceforge.beanbin.reflect.MethodReflectionCriteria,9,159,205,78
default_60,15_beanbin,net.sourceforge.beanbin.reflect.MethodReflectionCriteria,10,166,205,81
default_60,15_beanbin,net.sourceforge.beanbin.reflect.ReflectionSearch,1,47,126,37
default_60,15_beanbin,net.sourceforge.beanbin.reflect.ReflectionSearch,2,62,126,49
default_60,15_beanbin,net.sourceforge.beanbin.reflect.ReflectionSearch,3,63,126,50
default_60,15_beanbin,net.sourceforge.beanbin.reflect.ReflectionSearch,4,67,126,53
default_60,15_beanbin,net.sourceforge.beanbin.reflect.ReflectionSearch,5,59,126,47
default_60,15_beanbin,net.sourceforge.beanbin.reflect.ReflectionSearch,6,66,126,52
default_60,15_beanbin,net.sourceforge.beanbin.reflect.ReflectionSearch,7,63,126,50
default_60,15_beanbin,net.sourceforge.beanbin.reflect.ReflectionSearch,8,63,126,50
default_60,15_beanbin,net.sourceforge.beanbin.reflect.ReflectionSearch,9,61,126,48
default_60,15_beanbin,net.sourceforge.beanbin.reflect.ReflectionSearch,10,63,126,50
default_60,17_inspirento,com.allenstudio.ir.util.XmlElement,1,247,372,66
default_60,17_inspirento,com.allenstudio.ir.util.XmlElement,2,249,372,67
default_60,17_inspirento,com.allenstudio.ir.util.XmlElement,3,244,372,66
default_60,17_inspirento,com.allenstudio.ir.util.XmlElement,4,252,372,68
default_60,17_inspirento,com.allenstudio.ir.util.XmlElement,5,248,372,67
default_60,17_inspirento,com.allenstudio.ir.util.XmlElement,6,225,372,60
default_60,17_inspirento,com.allenstudio.ir.util.XmlElement,7,238,372,64
default_60,17_inspirento,com.allenstudio.ir.util.XmlElement,8,247,372,66
default_60,17_inspirento,com.allenstudio.ir.util.XmlElement,9,268,372,72
default_60,17_inspirento,com.allenstudio.ir.util.XmlElement,10,246,372,66
default_60,17_inspirento,com.allenstudio.ir.ui.MainMenu,1,99,208,48
default_60,17_inspirento,com.allenstudio.ir.ui.MainMenu,2,99,208,48
default_60,17_inspirento,com.allenstudio.ir.ui.MainMenu,3,99,208,48
