configuration,project,class,round,killed_mutants,total_mutants,mutation_score_percent
branch_60,71_ext4j,net.sourceforge.ext4j.taglib.bo.Request,4,347,508,68
branch_60,71_ext4j,net.sourceforge.ext4j.taglib.bo.Request,5,326,508,64
branch_60,71_ext4j,net.sourceforge.ext4j.taglib.bo.Request,6,341,508,67
branch_60,71_ext4j,net.sourceforge.ext4j.taglib.bo.Request,7,285,508,56
branch_60,71_ext4j,net.sourceforge.ext4j.taglib.bo.Request,8,350,508,69
branch_60,71_ext4j,net.sourceforge.ext4j.taglib.bo.Request,9,353,508,69
branch_60,71_ext4j,net.sourceforge.ext4j.taglib.bo.Request,10,298,508,59
branch_60,72_battlecry,bcry.bcGenerator,1,8,1452,1
branch_60,72_battlecry,bcry.bcGenerator,2,357,1452,25
branch_60,72_battlecry,bcry.bcGenerator,3,417,1452,29
branch_60,72_battlecry,bcry.bcGenerator,4,8,1452,1
branch_60,72_battlecry,bcry.bcGenerator,5,420,1452,29
branch_60,72_battlecry,bcry.bcGenerator,6,8,1452,1
branch_60,72_battlecry,bcry.bcGenerator,7,8,1452,1
branch_60,72_battlecry,bcry.bcGenerator,8,8,1452,1
branch_60,72_battlecry,bcry.bcGenerator,9,8,1452,1
branch_60,72_battlecry,bcry.bcGenerator,10,406,1452,28
branch_60,72_battlecry,bcry.battlecryGUI,1,1,684,0
branch_60,72_battlecry,bcry.battlecryGUI,2,1,684,0
branch_60,72_battlecry,bcry.battlecryGUI,3,1,684,0
branch_60,72_battlecry,bcry.battlecryGUI,4,1,684,0
branch_60,72_battlecry,bcry.battlecryGUI,5,1,684,0
branch_60,72_battlecry,bcry.battlecryGUI,6,1,684,0
branch_60,72_battlecry,bcry.battlecryGUI,7,1,684,0
branch_60,72_battlecry,bcry.battlecryGUI,8,1,684,0
branch_60,72_battlecry,bcry.battlecryGUI,9,1,684,0
branch_60,72_battlecry,bcry.battlecryGUI,10,1,684,0
branch_60,73_fim1,osa.ora.server.admin.ui.UpdateUserPanel,1,0,559,0
branch_60,73_fim1,osa.ora.server.admin.ui.UpdateUserPanel,2,0,559,0
branch_60,73_fim1,osa.ora.server.admin.ui.UpdateUserPanel,3,0,559,0
branch_60,73_fim1,osa.ora.server.admin.ui.UpdateUserPanel,4,0,559,0
branch_60,73_fim1,osa.ora.server.admin.ui.UpdateUserPanel,5,0,559,0
branch_60,73_fim1,osa.ora.server.admin.ui.UpdateUserPanel,6,0,559,0
branch_60,73_fim1,osa.ora.server.admin.ui.UpdateUserPanel,7,0,559,0
branch_60,73_fim1,osa.ora.server.admin.ui.UpdateUserPanel,8,0,559,0
branch_60,73_fim1,osa.ora.server.admin.ui.UpdateUserPanel,9,0,559,0
branch_60,73_fim1,osa.ora.server.admin.ui.UpdateUserPanel,10,0,559,0
branch_60,73_fim1,osa.ora.server.client.ui.utils.FontChooserDialog,1,0,70,0
branch_60,73_fim1,osa.ora.server.client.ui.utils.FontChooserDialog,2,0,70,0
branch_60,73_fim1,osa.ora.server.client.ui.utils.FontChooserDialog,3,0,70,0
branch_60,73_fim1,osa.ora.server.client.ui.utils.FontChooserDialog,4,0,70,0
branch_60,73_fim1,osa.ora.server.client.ui.utils.FontChooserDialog,5,0,70,0
branch_60,73_fim1,osa.ora.server.client.ui.utils.FontChooserDialog,6,0,70,0
branch_60,73_fim1,osa.ora.server.client.ui.utils.FontChooserDialog,7,0,70,0
branch_60,73_fim1,osa.ora.server.client.ui.utils.FontChooserDialog,8,0,70,0
branch_60,73_fim1,osa.ora.server.client.ui.utils.FontChooserDialog,9,0,70,0
branch_60,73_fim1,osa.ora.server.client.ui.utils.FontChooserDialog,10,0,70,0
branch_60,74_fixsuite,org.fixsuite.message.Library,1,12,116,10
branch_60,74_fixsuite,org.fixsuite.message.Library,2,14,116,12
branch_60,74_fixsuite,org.fixsuite.message.Library,3,14,116,12
branch_60,74_fixsuite,org.fixsuite.message.Library,4,14,116,12
branch_60,74_fixsuite,org.fixsuite.message.Library,5,14,116,12
branch_60,74_fixsuite,org.fixsuite.message.Library,6,9,116,8
branch_60,74_fixsuite,org.fixsuite.message.Library,7,14,116,12
branch_60,74_fixsuite,org.fixsuite.message.Library,8,12,116,10
branch_60,74_fixsuite,org.fixsuite.message.Library,9,14,116,12
branch_60,74_fixsuite,org.fixsuite.message.Library,10,14,116,12
branch_60,74_fixsuite,org.fixsuite.message.view.TreeView,1,27,286,9
branch_60,74_fixsuite,org.fixsuite.message.view.TreeView,2,47,286,16
branch_60,74_fixsuite,org.fixsuite.message.view.TreeView,3,47,286,16
branch_60,74_fixsuite,org.fixsuite.message.view.TreeView,4,47,286,16
branch_60,74_fixsuite,org.fixsuite.message.view.TreeView,5,47,286,16
branch_60,74_fixsuite,org.fixsuite.message.view.TreeView,6,27,286,9
branch_60,74_fixsuite,org.fixsuite.message.view.TreeView,7,47,286,16
branch_60,74_fixsuite,org.fixsuite.message.view.TreeView,8,47,286,16
branch_60,74_fixsuite,org.fixsuite.message.view.TreeView,9,27,286,9
branch_60,74_fixsuite,org.fixsuite.message.view.TreeView,10,27,286,9
branch_60,75_openhre,com.browsersoft.aacs.User,1,476,560,85
branch_60,75_openhre,com.browsersoft.aacs.User,2,457,560,82
branch_60,75_openhre,com.browsersoft.aacs.User,3,444,560,79
branch_60,75_openhre,com.browsersoft.aacs.User,4,453,560,81
branch_60,75_openhre,com.browsersoft.aacs.User,5,461,560,82
branch_60,75_openhre,com.browsersoft.aacs.User,6,460,560,82
branch_60,75_openhre,com.browsersoft.aacs.User,7,451,560,81
branch_60,75_openhre,com.browsersoft.aacs.User,8,454,560,81
branch_60,75_openhre,com.browsersoft.aacs.User,9,355,560,63
branch_60,75_openhre,com.browsersoft.aacs.User,10,453,560,81
branch_60,75_openhre,com.browsersoft.openhre.hl7.impl.regular.ExpressionImpl,1,72,135,53
branch_60,75_openhre,com.browsersoft.openhre.hl7.impl.regular.ExpressionImpl,2,81,135,60
branch_60,75_openhre,com.browsersoft.openhre.hl7.impl.regular.ExpressionImpl,3,86,135,64
branch_60,75_openhre,com.browsersoft.openhre.hl7.impl.regular.ExpressionImpl,4,83,135,61
branch_60,75_openhre,com.browsersoft.openhre.hl7.impl.regular.ExpressionImpl,5,108,135,80
branch_60,75_openhre,com.browsersoft.openhre.hl7.impl.regular.ExpressionImpl,6,81,135,60
branch_60,75_openhre,com.browsersoft.openhre.hl7.impl.regular.ExpressionImpl,7,91,135,67
branch_60,75_openhre,com.browsersoft.openhre.hl7.impl.regular.ExpressionImpl,8,76,135,56
branch_60,75_openhre,com.browsersoft.openhre.hl7.impl.regular.ExpressionImpl,9,86,135,64
branch_60,75_openhre,com.browsersoft.openhre.hl7.impl.regular.ExpressionImpl,10,93,135,69
branch_60,77_io-project,ioproject.server.network.ClientGroup,1,74,144,51
branch_60,77_io-project,ioproject.server.network.ClientGroup,2,83,144,58
branch_60,77_io-project,ioproject.server.network.ClientGroup,3,66,144,46
branch_60,77_io-project,ioproject.server.network.ClientGroup,4,77,144,53
branch_60,77_io-project,ioproject.server.network.ClientGroup,5,55,144,38
branch_60,77_io-project,ioproject.server.network.ClientGroup,6,77,144,53
branch_60,77_io-project,ioproject.server.network.ClientGroup,7,81,144,56
branch_60,77_io-project,ioproject.server.network.ClientGroup,8,75,144,52
branch_60,77_io-project,ioproject.server.network.ClientGroup,9,72,144,50
branch_60,77_io-project,ioproject.server.network.ClientGroup,10,75,144,52
branch_60,78_caloriecount,com.lts.event.SimpleKeyListenerHelper,1,1,24,4
branch_60,78_caloriecount,com.lts.event.SimpleKeyListenerHelper,2,6,24,25
branch_60,78_caloriecount,com.lts.event.SimpleKeyListenerHelper,3,4,24,17
branch_60,78_caloriecount,com.lts.event.SimpleKeyListenerHelper,4,1,24,4
branch_60,78_caloriecount,com.lts.event.SimpleKeyListenerHelper,5,4,24,17
branch_60,78_caloriecount,com.lts.event.SimpleKeyListenerHelper,6,4,24,17
branch_60,78_caloriecount,com.lts.event.SimpleKeyListenerHelper,7,1,24,4
branch_60,78_caloriecount,com.lts.event.SimpleKeyListenerHelper,8,6,24,25
branch_60,78_caloriecount,com.lts.event.SimpleKeyListenerHelper,9,1,24,4
branch_60,78_caloriecount,com.lts.event.SimpleKeyListenerHelper,10,4,24,17
branch_60,78_caloriecount,com.lts.swing.combobox.SimpleComboBox,1,49,77,64
branch_60,78_caloriecount,com.lts.swing.combobox.SimpleComboBox,2,49,77,64
branch_60,78_caloriecount,com.lts.swing.combobox.SimpleComboBox,3,49,77,64
branch_60,78_caloriecount,com.lts.swing.combobox.SimpleComboBox,4,47,77,61
branch_60,78_caloriecount,com.lts.swing.combobox.SimpleComboBox,5,49,77,64
branch_60,78_caloriecount,com.lts.swing.combobox.SimpleComboBox,6,49,77,64
branch_60,78_caloriecount,com.lts.swing.combobox.SimpleComboBox,7,49,77,64
branch_60,78_caloriecount,com.lts.swing.combobox.SimpleComboBox,8,49,77,64
branch_60,78_caloriecount,com.lts.swing.combobox.SimpleComboBox,9,49,77,64
branch_60,78_caloriecount,com.lts.swing.combobox.SimpleComboBox,10,49,77,64
branch_60,78_caloriecount,com.lts.io.DirectoryScanner,1,728,881,83
branch_60,78_caloriecount,com.lts.io.DirectoryScanner,2,698,881,79
branch_60,78_caloriecount,com.lts.io.DirectoryScanner,3,634,881,72
branch_60,78_caloriecount,com.lts.io.DirectoryScanner,4,561,881,64
branch_60,78_caloriecount,com.lts.io.DirectoryScanner,5,615,881,70
branch_60,78_caloriecount,com.lts.io.DirectoryScanner,6,707,881,80
branch_60,78_caloriecount,com.lts.io.DirectoryScanner,7,513,881,58
branch_60,78_caloriecount,com.lts.io.DirectoryScanner,8,711,881,81
branch_60,78_caloriecount,com.lts.io.DirectoryScanner,9,501,881,57
branch_60,78_caloriecount,com.lts.io.DirectoryScanner,10,706,881,80
branch_60,79_twfbplayer,de.outstare.fortbattleplayer.statistics.BattleStatistics,1,331,522,63
branch_60,79_twfbplayer,de.outstare.fortbattleplayer.statistics.BattleStatistics,2,332,522,64
branch_60,79_twfbplayer,de.outstare.fortbattleplayer.statistics.BattleStatistics,3,328,522,63
branch_60,79_twfbplayer,de.outstare.fortbattleplayer.statistics.BattleStatistics,4,336,522,64
branch_60,79_twfbplayer,de.outstare.fortbattleplayer.statistics.BattleStatistics,5,319,522,61
branch_60,79_twfbplayer,de.outstare.fortbattleplayer.statistics.BattleStatistics,6,351,522,67
branch_60,79_twfbplayer,de.outstare.fortbattleplayer.statistics.BattleStatistics,7,340,522,65
branch_60,79_twfbplayer,de.outstare.fortbattleplayer.statistics.BattleStatistics,8,336,522,64
branch_60,79_twfbplayer,de.outstare.fortbattleplayer.statistics.BattleStatistics,9,353,522,68
branch_60,79_twfbplayer,de.outstare.fortbattleplayer.statistics.BattleStatistics,10,333,522,64
branch_60,79_twfbplayer,de.outstare.fortbattleplayer.model.impl.SimpleSector,1,144,242,60
branch_60,79_twfbplayer,de.outstare.fortbattleplayer.model.impl.SimpleSector,2,139,242,57
branch_60,79_twfbplayer,de.outstare.fortbattleplayer.model.impl.SimpleSector,3,153,242,63
branch_60,79_twfbplayer,de.outstare.fortbattleplayer.model.impl.SimpleSector,4,137,242,57
branch_60,79_twfbplayer,de.outstare.fortbattleplayer.model.impl.SimpleSector,5,153,242,63
branch_60,79_twfbplayer,de.outstare.fortbattleplayer.model.impl.SimpleSector,6,136,242,56
branch_60,79_twfbplayer,de.outstare.fortbattleplayer.model.impl.SimpleSector,7,152,242,63
branch_60,79_twfbplayer,de.outstare.fortbattleplayer.model.impl.SimpleSector,8,142,242,59
branch_60,79_twfbplayer,de.outstare.fortbattleplayer.model.impl.SimpleSector,9,154,242,64
branch_60,79_twfbplayer,de.outstare.fortbattleplayer.model.impl.SimpleSector,10,155,242,64
branch_60,8_gfarcegestionfa,fr.unice.gfarce.dao.OracleIdentiteDao,1,56,266,21
branch_60,8_gfarcegestionfa,fr.unice.gfarce.dao.OracleIdentiteDao,2,56,266,21
branch_60,8_gfarcegestionfa,fr.unice.gfarce.dao.OracleIdentiteDao,3,56,266,21
branch_60,8_gfarcegestionfa,fr.unice.gfarce.dao.OracleIdentiteDao,4,56,266,21
branch_60,8_gfarcegestionfa,fr.unice.gfarce.dao.OracleIdentiteDao,5,56,266,21
branch_60,8_gfarcegestionfa,fr.unice.gfarce.dao.OracleIdentiteDao,6,56,266,21
branch_60,8_gfarcegestionfa,fr.unice.gfarce.dao.OracleIdentiteDao,7,56,266,21
branch_60,8_gfarcegestionfa,fr.unice.gfarce.dao.OracleIdentiteDao,8,56,266,21
branch_60,8_gfarcegestionfa,fr.unice.gfarce.dao.OracleIdentiteDao,9,56,266,21
branch_60,8_gfarcegestionfa,fr.unice.gfarce.dao.OracleIdentiteDao,10,56,266,21
branch_60,8_gfarcegestionfa,fr.unice.gfarce.interGraph.ModifTableStockage,1,381,651,59
branch_60,8_gfarcegestionfa,fr.unice.gfarce.interGraph.ModifTableStockage,2,394,651,61
branch_60,8_gfarcegestionfa,fr.unice.gfarce.interGraph.ModifTableStockage,3,337,651,52
branch_60,8_gfarcegestionfa,fr.unice.gfarce.interGraph.ModifTableStockage,4,381,651,59
branch_60,8_gfarcegestionfa,fr.unice.gfarce.interGraph.ModifTableStockage,5,354,651,54
branch_60,8_gfarcegestionfa,fr.unice.gfarce.interGraph.ModifTableStockage,6,366,651,56
branch_60,8_gfarcegestionfa,fr.unice.gfarce.interGraph.ModifTableStockage,7,378,651,58
branch_60,8_gfarcegestionfa,fr.unice.gfarce.interGraph.ModifTableStockage,8,405,651,62
branch_60,8_gfarcegestionfa,fr.unice.gfarce.interGraph.ModifTableStockage,9,403,651,62
branch_60,8_gfarcegestionfa,fr.unice.gfarce.interGraph.ModifTableStockage,10,440,651,68
branch_60,81_javathena,org.javathena.login.parse.FromClient,1,15,140,11
branch_60,81_javathena,org.javathena.login.parse.FromClient,2,13,140,9
branch_60,81_javathena,org.javathena.login.parse.FromClient,3,15,140,11
branch_60,81_javathena,org.javathena.login.parse.FromClient,4,17,140,12
branch_60,81_javathena,org.javathena.login.parse.FromClient,5,15,140,11
branch_60,81_javathena,org.javathena.login.parse.FromClient,6,11,140,8
branch_60,81_javathena,org.javathena.login.parse.FromClient,7,11,140,8
branch_60,81_javathena,org.javathena.login.parse.FromClient,8,22,140,16
branch_60,81_javathena,org.javathena.login.parse.FromClient,9,17,140,12
branch_60,81_javathena,org.javathena.login.parse.FromClient,10,11,140,8
branch_60,81_javathena,org.javathena.login.UserManagement,1,187,2582,7
branch_60,81_javathena,org.javathena.login.UserManagement,2,157,2582,6
branch_60,81_javathena,org.javathena.login.UserManagement,3,97,2582,4
branch_60,81_javathena,org.javathena.login.UserManagement,4,161,2582,6
branch_60,81_javathena,org.javathena.login.UserManagement,5,163,2582,6
branch_60,81_javathena,org.javathena.login.UserManagement,6,177,2582,7
branch_60,81_javathena,org.javathena.login.UserManagement,7,171,2582,7
branch_60,81_javathena,org.javathena.login.UserManagement,8,147,2582,6
branch_60,81_javathena,org.javathena.login.UserManagement,9,136,2582,5
branch_60,81_javathena,org.javathena.login.UserManagement,10,163,2582,6
branch_60,81_javathena,org.javathena.login.Login,1,795,1588,50
branch_60,81_javathena,org.javathena.login.Login,2,666,1588,42
branch_60,81_javathena,org.javathena.login.Login,3,630,1588,40
branch_60,81_javathena,org.javathena.login.Login,4,746,1588,47
branch_60,81_javathena,org.javathena.login.Login,5,750,1588,47
branch_60,81_javathena,org.javathena.login.Login,6,654,1588,41
branch_60,81_javathena,org.javathena.login.Login,7,603,1588,38
branch_60,81_javathena,org.javathena.login.Login,8,651,1588,41
branch_60,81_javathena,org.javathena.login.Login,9,760,1588,48
branch_60,81_javathena,org.javathena.login.Login,10,746,1588,47
branch_60,81_javathena,org.javathena.utiles.ConfigurationManagement,1,102,900,11
branch_60,81_javathena,org.javathena.utiles.ConfigurationManagement,2,89,900,10
branch_60,81_javathena,org.javathena.utiles.ConfigurationManagement,3,88,900,10
branch_60,81_javathena,org.javathena.utiles.ConfigurationManagement,4,90,900,10
branch_60,81_javathena,org.javathena.utiles.ConfigurationManagement,5,360,900,40
branch_60,81_javathena,org.javathena.utiles.ConfigurationManagement,6,88,900,10
branch_60,81_javathena,org.javathena.utiles.ConfigurationManagement,7,94,900,10
branch_60,81_javathena,org.javathena.utiles.ConfigurationManagement,8,92,900,10
branch_60,81_javathena,org.javathena.utiles.ConfigurationManagement,9,396,900,44
branch_60,81_javathena,org.javathena.utiles.ConfigurationManagement,10,92,900,10
branch_60,82_ipcalculator,ipac.BinaryCalculate,1,584,895,65
branch_60,82_ipcalculator,ipac.BinaryCalculate,2,650,895,73
branch_60,82_ipcalculator,ipac.BinaryCalculate,3,691,895,77
branch_60,82_ipcalculator,ipac.BinaryCalculate,4,564,895,63
branch_60,82_ipcalculator,ipac.BinaryCalculate,5,697,895,78
branch_60,82_ipcalculator,ipac.BinaryCalculate,6,566,895,63
branch_60,82_ipcalculator,ipac.BinaryCalculate,7,610,895,68
branch_60,82_ipcalculator,ipac.BinaryCalculate,8,568,895,63
branch_60,82_ipcalculator,ipac.BinaryCalculate,9,635,895,71
branch_60,82_ipcalculator,ipac.BinaryCalculate,10,528,895,59
branch_60,82_ipcalculator,ipac.WhoIS,1,336,430,78
branch_60,82_ipcalculator,ipac.WhoIS,2,72,430,17
branch_60,82_ipcalculator,ipac.WhoIS,3,72,430,17
branch_60,82_ipcalculator,ipac.WhoIS,4,72,430,17
branch_60,82_ipcalculator,ipac.WhoIS,5,72,430,17
branch_60,82_ipcalculator,ipac.WhoIS,6,72,430,17
branch_60,82_ipcalculator,ipac.WhoIS,7,72,430,17
branch_60,82_ipcalculator,ipac.WhoIS,8,72,430,17
branch_60,82_ipcalculator,ipac.WhoIS,9,72,430,17
branch_60,82_ipcalculator,ipac.WhoIS,10,72,430,17
branch_60,83_xbus,net.sf.xbus.base.core.MessageHandler,1,14,123,11
branch_60,83_xbus,net.sf.xbus.base.core.MessageHandler,2,14,123,11
branch_60,83_xbus,net.sf.xbus.base.core.MessageHandler,3,14,123,11
branch_60,83_xbus,net.sf.xbus.base.core.MessageHandler,4,14,123,11
branch_60,83_xbus,net.sf.xbus.base.core.MessageHandler,5,14,123,11
branch_60,83_xbus,net.sf.xbus.base.core.MessageHandler,6,14,123,11
branch_60,83_xbus,net.sf.xbus.base.core.MessageHandler,7,14,123,11
branch_60,83_xbus,net.sf.xbus.base.core.MessageHandler,8,14,123,11
branch_60,83_xbus,net.sf.xbus.base.core.MessageHandler,9,14,123,11
branch_60,83_xbus,net.sf.xbus.base.core.MessageHandler,10,14,123,11
branch_60,83_xbus,net.sf.xbus.base.core.reflection.XBUSClassLoader,1,7,83,8
branch_60,83_xbus,net.sf.xbus.base.core.reflection.XBUSClassLoader,2,7,83,8
branch_60,83_xbus,net.sf.xbus.base.core.reflection.XBUSClassLoader,3,7,83,8
branch_60,83_xbus,net.sf.xbus.base.core.reflection.XBUSClassLoader,4,7,83,8
branch_60,83_xbus,net.sf.xbus.base.core.reflection.XBUSClassLoader,5,7,83,8
branch_60,83_xbus,net.sf.xbus.base.core.reflection.XBUSClassLoader,6,7,83,8
branch_60,83_xbus,net.sf.xbus.base.core.reflection.XBUSClassLoader,7,7,83,8
branch_60,83_xbus,net.sf.xbus.base.core.reflection.XBUSClassLoader,8,7,83,8
branch_60,83_xbus,net.sf.xbus.base.core.reflection.XBUSClassLoader,9,7,83,8
branch_60,83_xbus,net.sf.xbus.base.core.reflection.XBUSClassLoader,10,7,83,8
branch_60,84_ifx-framework,org.sourceforge.ifx.basetypes.IFXObject,1,179,297,60
branch_60,84_ifx-framework,org.sourceforge.ifx.basetypes.IFXObject,2,179,297,60
branch_60,84_ifx-framework,org.sourceforge.ifx.basetypes.IFXObject,3,179,297,60
branch_60,84_ifx-framework,org.sourceforge.ifx.basetypes.IFXObject,4,179,297,60
branch_60,84_ifx-framework,org.sourceforge.ifx.basetypes.IFXObject,5,179,297,60
branch_60,84_ifx-framework,org.sourceforge.ifx.basetypes.IFXObject,6,179,297,60
branch_60,84_ifx-framework,org.sourceforge.ifx.basetypes.IFXObject,7,179,297,60
branch_60,84_ifx-framework,org.sourceforge.ifx.basetypes.IFXObject,8,179,297,60
branch_60,84_ifx-framework,org.sourceforge.ifx.basetypes.IFXObject,9,169,297,57
branch_60,84_ifx-framework,org.sourceforge.ifx.basetypes.IFXObject,10,179,297,60
branch_60,85_shop,umd.cs.shop.JSState,1,57,177,32
branch_60,85_shop,umd.cs.shop.JSState,2,54,177,31
branch_60,85_shop,umd.cs.shop.JSState,3,50,177,28
branch_60,85_shop,umd.cs.shop.JSState,4,58,177,33
branch_60,85_shop,umd.cs.shop.JSState,5,54,177,31
branch_60,85_shop,umd.cs.shop.JSState,6,58,177,33
branch_60,85_shop,umd.cs.shop.JSState,7,58,177,33
branch_60,85_shop,umd.cs.shop.JSState,8,61,177,34
branch_60,85_shop,umd.cs.shop.JSState,9,49,177,28
branch_60,85_shop,umd.cs.shop.JSState,10,57,177,32
branch_60,85_shop,umd.cs.shop.JSPredicateForm,1,216,410,53
branch_60,85_shop,umd.cs.shop.JSPredicateForm,2,234,410,57
branch_60,85_shop,umd.cs.shop.JSPredicateForm,3,205,410,50
branch_60,85_shop,umd.cs.shop.JSPredicateForm,4,247,410,60
branch_60,85_shop,umd.cs.shop.JSPredicateForm,5,211,410,51
branch_60,85_shop,umd.cs.shop.JSPredicateForm,6,220,410,54
branch_60,85_shop,umd.cs.shop.JSPredicateForm,7,240,410,59
branch_60,85_shop,umd.cs.shop.JSPredicateForm,8,211,410,51
branch_60,85_shop,umd.cs.shop.JSPredicateForm,9,223,410,54
branch_60,85_shop,umd.cs.shop.JSPredicateForm,10,214,410,52
branch_60,85_shop,umd.cs.shop.JSTerm,1,505,874,58
branch_60,85_shop,umd.cs.shop.JSTerm,2,527,874,60
branch_60,85_shop,umd.cs.shop.JSTerm,3,484,874,55
branch_60,85_shop,umd.cs.shop.JSTerm,4,518,874,59
branch_60,85_shop,umd.cs.shop.JSTerm,5,466,874,53
branch_60,85_shop,umd.cs.shop.JSTerm,6,422,874,48
branch_60,85_shop,umd.cs.shop.JSTerm,7,479,874,55
branch_60,85_shop,umd.cs.shop.JSTerm,8,439,874,50
branch_60,85_shop,umd.cs.shop.JSTerm,9,399,874,46
branch_60,85_shop,umd.cs.shop.JSTerm,10,469,874,54
branch_60,85_shop,umd.cs.shop.JSJshop,1,157,515,30
branch_60,85_shop,umd.cs.shop.JSJshop,2,150,515,29
branch_60,85_shop,umd.cs.shop.JSJshop,3,107,515,21
branch_60,85_shop,umd.cs.shop.JSJshop,4,135,515,26
branch_60,85_shop,umd.cs.shop.JSJshop,5,121,515,23
branch_60,85_shop,umd.cs.shop.JSJshop,6,133,515,26
branch_60,85_shop,umd.cs.shop.JSJshop,7,129,515,25
branch_60,85_shop,umd.cs.shop.JSJshop,8,116,515,23
branch_60,85_shop,umd.cs.shop.JSJshop,9,106,515,21
branch_60,85_shop,umd.cs.shop.JSJshop,10,135,515,26
branch_60,86_at-robots2-j,net.virtualinfinity.atrobots.gui.renderers.RobotRenderer,1,32,302,11
branch_60,86_at-robots2-j,net.virtualinfinity.atrobots.gui.renderers.RobotRenderer,2,35,302,12
branch_60,86_at-robots2-j,net.virtualinfinity.atrobots.gui.renderers.RobotRenderer,3,67,302,22
branch_60,86_at-robots2-j,net.virtualinfinity.atrobots.gui.renderers.RobotRenderer,4,32,302,11
branch_60,86_at-robots2-j,net.virtualinfinity.atrobots.gui.renderers.RobotRenderer,5,26,302,9
branch_60,86_at-robots2-j,net.virtualinfinity.atrobots.gui.renderers.RobotRenderer,6,28,302,9
branch_60,86_at-robots2-j,net.virtualinfinity.atrobots.gui.renderers.RobotRenderer,7,28,302,9
branch_60,86_at-robots2-j,net.virtualinfinity.atrobots.gui.renderers.RobotRenderer,8,35,302,12
branch_60,86_at-robots2-j,net.virtualinfinity.atrobots.gui.renderers.RobotRenderer,9,30,302,10
branch_60,86_at-robots2-j,net.virtualinfinity.atrobots.gui.renderers.RobotRenderer,10,32,302,11
branch_60,86_at-robots2-j,net.virtualinfinity.atrobots.robot.Robot,1,53,438,12
branch_60,86_at-robots2-j,net.virtualinfinity.atrobots.robot.Robot,2,59,438,13
branch_60,86_at-robots2-j,net.virtualinfinity.atrobots.robot.Robot,3,65,438,15
branch_60,86_at-robots2-j,net.virtualinfinity.atrobots.robot.Robot,4,62,438,14
branch_60,86_at-robots2-j,net.virtualinfinity.atrobots.robot.Robot,5,50,438,11
branch_60,86_at-robots2-j,net.virtualinfinity.atrobots.robot.Robot,6,58,438,13
branch_60,86_at-robots2-j,net.virtualinfinity.atrobots.robot.Robot,7,69,438,16
branch_60,86_at-robots2-j,net.virtualinfinity.atrobots.robot.Robot,8,59,438,13
branch_60,86_at-robots2-j,net.virtualinfinity.atrobots.robot.Robot,9,73,438,17
branch_60,86_at-robots2-j,net.virtualinfinity.atrobots.robot.Robot,10,60,438,14
branch_60,87_jaw-br,jaw.entrada.Salvar,1,0,139,0
branch_60,87_jaw-br,jaw.entrada.Salvar,2,0,139,0
branch_60,87_jaw-br,jaw.entrada.Salvar,3,0,139,0
branch_60,87_jaw-br,jaw.entrada.Salvar,4,0,139,0
branch_60,87_jaw-br,jaw.entrada.Salvar,5,0,139,0
branch_60,87_jaw-br,jaw.entrada.Salvar,6,0,139,0
branch_60,87_jaw-br,jaw.entrada.Salvar,7,0,139,0
branch_60,87_jaw-br,jaw.entrada.Salvar,8,0,139,0
branch_60,87_jaw-br,jaw.entrada.Salvar,9,0,139,0
branch_60,87_jaw-br,jaw.entrada.Salvar,10,0,139,0
branch_60,87_jaw-br,jaw.entrada.Abrir,1,5,72,7
branch_60,87_jaw-br,jaw.entrada.Abrir,2,5,72,7
branch_60,87_jaw-br,jaw.entrada.Abrir,3,5,72,7
branch_60,87_jaw-br,jaw.entrada.Abrir,4,5,72,7
branch_60,87_jaw-br,jaw.entrada.Abrir,5,5,72,7
branch_60,87_jaw-br,jaw.entrada.Abrir,6,5,72,7
branch_60,87_jaw-br,jaw.entrada.Abrir,7,5,72,7
branch_60,87_jaw-br,jaw.entrada.Abrir,8,5,72,7
branch_60,87_jaw-br,jaw.entrada.Abrir,9,5,72,7
branch_60,87_jaw-br,jaw.entrada.Abrir,10,5,72,7
branch_60,88_jopenchart,de.progra.charting.DefaultChart,1,3,101,3
branch_60,88_jopenchart,de.progra.charting.DefaultChart,2,5,101,5
branch_60,88_jopenchart,de.progra.charting.DefaultChart,3,5,101,5
branch_60,88_jopenchart,de.progra.charting.DefaultChart,4,8,101,8
branch_60,88_jopenchart,de.progra.charting.DefaultChart,5,5,101,5
branch_60,88_jopenchart,de.progra.charting.DefaultChart,6,3,101,3
branch_60,88_jopenchart,de.progra.charting.DefaultChart,7,3,101,3
branch_60,88_jopenchart,de.progra.charting.DefaultChart,8,3,101,3
branch_60,88_jopenchart,de.progra.charting.DefaultChart,9,3,101,3
branch_60,88_jopenchart,de.progra.charting.DefaultChart,10,3,101,3
branch_60,88_jopenchart,de.progra.charting.CoordSystemUtilities,1,122,599,20
branch_60,88_jopenchart,de.progra.charting.CoordSystemUtilities,2,130,599,22
branch_60,88_jopenchart,de.progra.charting.CoordSystemUtilities,3,99,599,17
branch_60,88_jopenchart,de.progra.charting.CoordSystemUtilities,4,70,599,12
branch_60,88_jopenchart,de.progra.charting.CoordSystemUtilities,5,116,599,19
branch_60,88_jopenchart,de.progra.charting.CoordSystemUtilities,6,122,599,20
branch_60,88_jopenchart,de.progra.charting.CoordSystemUtilities,7,102,599,17
branch_60,88_jopenchart,de.progra.charting.CoordSystemUtilities,8,96,599,16
