LevenbergMarquardtOptimizer.java,org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,<init>,157,SURVIVED,none
LevenbergMarquardtOptimizer.java,org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,<init>,157,SURVIVED,none
LevenbergMarquardtOptimizer.java,org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,<init>,157,SURVIVED,none
LevenbergMarquardtOptimizer.java,org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,<init>,157,SURVIVED,none
LevenbergMarquardtOptimizer.java,org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,<init>,236,SURVIVED,none
LevenbergMarquardtOptimizer.java,org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,<init>,270,SURVIVED,none
LevenbergMarquardtOptimizer.java,org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,<init>,271,SURVIVED,none
LevenbergMarquardtOptimizer.java,org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,<init>,272,SURVIVED,none
LevenbergMarquardtOptimizer.java,org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,<init>,273,SURVIVED,none
LevenbergMarquardtOptimizer.java,org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,<init>,274,SURVIVED,none
LevenbergMarquardtOptimizer.java,org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,<init>,208,SURVIVED,none
LevenbergMarquardtOptimizer.java,org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,<init>,209,SURVIVED,none
LevenbergMarquardtOptimizer.java,org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,<init>,210,SURVIVED,none
LevenbergMarquardtOptimizer.java,org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,<init>,211,SURVIVED,none
LevenbergMarquardtOptimizer.java,org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,<init>,212,SURVIVED,none
LevenbergMarquardtOptimizer.java,org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,<init>,176,SURVIVED,none
LevenbergMarquardtOptimizer.java,org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,<init>,176,SURVIVED,none
LevenbergMarquardtOptimizer.java,org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,<init>,176,SURVIVED,none
LevenbergMarquardtOptimizer.java,org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,<init>,176,SURVIVED,none
LevenbergMarquardtOptimizer.java,org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,determineLMDirection,764,NO_COVERAGE,none
LevenbergMarquardtOptimizer.java,org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,determineLMDirection,764,NO_COVERAGE,none
LevenbergMarquardtOptimizer.java,org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,determineLMDirection,766,NO_COVERAGE,none
LevenbergMarquardtOptimizer.java,org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,determineLMDirection,770,NO_COVERAGE,none
LevenbergMarquardtOptimizer.java,org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,determineLMDirection,729,NO_COVERAGE,none
LevenbergMarquardtOptimizer.java,org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,determineLMDirection,731,NO_COVERAGE,none
LevenbergMarquardtOptimizer.java,org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,determineLMDirection,739,NO_COVERAGE,none
